Clause ID,Clause Title,Regulation,SOP ID,SOP Title,Business Unit,Compliance Level,Severity,Evidence Quote,Gap Description,Remediation,Reasoning
CC1,Control Environment,SOC 2,SOP-ITOP-007,Business Continuity Planning,IT Operations & Infrastructure,gap,critical,,"The SOP-ITOP-007 focuses exclusively on Business Continuity Planning (BCP) and does not address the core components of the Control Environment (CC1). There is no evidence of a commitment to integrity and ethical values (CC1.1), board oversight responsibilities (CC1.2), establishment of structure, authority, and responsibility (CC1.3), commitment to competence (CC1.4), or enforcement of accountability (CC1.5). The SOP is a procedural document for BIA and continuity strategy, not a control environment framework.","Develop a standalone Control Environment policy or integrate CC1 principles into existing governance documents. This must include: a formal code of conduct demonstrating commitment to integrity (CC1.1); documented board or oversight committee responsibilities for security and compliance (CC1.2); a clear organizational chart with defined roles, authorities, and responsibilities for internal control (CC1.3); evidence of training and skills assessments to demonstrate commitment to competence (CC1.4); and a performance review process that enforces accountability for control responsibilities (CC1.5).","The provided SOP evidence is entirely scoped to business continuity and disaster recovery procedures. It contains no content related to the foundational elements of a control environment as required by SOC 2 CC1, such as ethical values, oversight, or accountability structures. This represents a complete absence of the required control, which is a critical gap for a mandatory trust services criterion. The updated guidance emphasizes comprehensive evidence, and this SOP alone cannot demonstrate a commitment to the control environment."
CC3,Risk Assessment,SOC 2,SOP-ITOP-007,Business Continuity Planning,IT Operations & Infrastructure,gap,critical,"The following table details the specific controls, named roles, measurable metrics, and timelines implemented to address SOC 2 Common Criteria series CC7 (Systems Operations) and CC9 (Risk Mitigation).","The SOP explicitly maps controls to CC7 (Systems Operations) and CC9 (Risk Mitigation) but contains no evidence of addressing the CC3 (Risk Assessment) criteria. There is no mention of how the entity specifies suitable objectives for risk assessment, identifies and analyzes risk to achieve its objectives, assesses fraud risk, or identifies and analyzes significant changes. The regulation clause requires coverage of CC3.1 through CC3.4, which is entirely absent from this SOP.","Expand the SOP to include a dedicated section mapping controls to CC3.1 through CC3.4. This must document: (1) how the entity specifies objectives for the risk assessment process (CC3.1); (2) the methodology for identifying and analyzing risks to the achievement of those objectives (CC3.2); (3) the process for assessing fraud risk specifically (CC3.3); and (4) how the entity identifies and analyzes significant changes that could impact the system of internal control (CC3.4). Integrate this with the existing BIA and Enterprise Risk Register processes, and update the SOC 2 coverage table to include CC3 references.","The SOP provides extensive evidence of controls for CC7 and CC9 but completely omits the foundational risk assessment criteria under CC3. The regulation clause explicitly requires coverage of CC3.1 through CC3.4, and the latest guidance emphasizes dynamic risk management and how risk assessment informs control design. The absence of any CC3 mapping represents a critical gap, as risk assessment is a prerequisite for designing the risk mitigation activities described under CC9.1. Without this, the entity cannot demonstrate that its continuity controls are based on a systematic risk assessment process."
CC5,Control Activities,SOC 2,SOP-ITOP-007,Business Continuity Planning,IT Operations & Infrastructure,partial,high,Strategies must be documented in the Meridian Business Continuity Strategy Template (Form BC-003) and submitted within 60 calendar days of BIA approval (by August 31).,"The SOP focuses exclusively on business continuity and disaster recovery control activities but does not demonstrate a comprehensive framework for selecting, developing, and deploying control activities across all operational areas to mitigate a broad range of risks as required by CC5. There is no evidence of integration with other control domains (e.g., change management, logical access, vendor risk) or a process for dynamically updating controls based on new threats, technologies, or vulnerabilities as emphasized in the 2026 guidance.","Expand the SOP or create a parent control activities policy that explicitly maps how risks identified in formal risk assessments are translated into specific control activities across all operational domains. Include a requirement for an annual review of control activities against emerging threats and integration points with other compliance frameworks (e.g., SOC 2 CC6, CC7). Document the process for selecting controls based on risk reduction targets and deploying them through technology and procedures.","The SOP provides a robust, documented process for business continuity planning, which is a subset of control activities. However, CC5 requires a holistic approach to selecting and developing control activities to mitigate risks across the entity, not just for continuity. The evidence shows strong procedures for BIA and continuity strategy selection but lacks any mention of how other control activities (e.g., preventive, detective, corrective controls for security, availability, processing integrity) are selected, developed, and integrated with technology. The 2026 guidance emphasizes dynamic risk management and integration with other frameworks, which is absent from this SOP's scope."
HIPAA-ADM-2,Assigned Security Responsibility,HIPAA Security Rule,SOP-DGP-021,Lawful Basis Determination,Data Governance & Privacy,gap,critical,,The SOP-DGP-021 — Lawful Basis Determination does not identify a security official responsible for developing and implementing security policies and procedures as required by HIPAA § 164.308(a)(2). The SOP focuses exclusively on GDPR lawful basis determinations and contains no mention of HIPAA security responsibility assignment.,"Create a dedicated HIPAA security responsibility SOP or amend existing security governance documentation to formally identify by name or role the security official responsible for developing and implementing HIPAA security policies and procedures, as required by 45 CFR § 164.308(a)(2). Ensure this assignment is documented and communicated across the organization.","The regulation clause requires the covered entity to identify a specific security official responsible for security policy development and implementation. The provided SOP is entirely scoped to GDPR Article 6 lawful basis determinations and makes no reference to HIPAA, security responsibilities, or any designated security official. This represents a complete absence of the required control for a high-risk regulatory area."
CC9,Risk Mitigation,SOC 2,SOP-ITOP-007,Business Continuity Planning,IT Operations & Infrastructure,partial,high,BCP-RSK-001: The BIA process (Section 5.1) is the primary risk identification mechanism. Risks are formally documented in the Enterprise Risk Register (maintained in ServiceNow GRC). Continuity strategies (Section 5.2) are designed as direct mitigation responses to identified risks. Th,"The SOP evidence is truncated and does not demonstrate a complete risk mitigation lifecycle as required by CC9.1. Specifically, it lacks evidence of how risks are selected and developed into mitigation activities beyond identification. There is no mention of risk prioritization criteria, risk treatment options (accept, transfer, avoid, mitigate), or formal approval of mitigation plans. Additionally, the SOP entirely omits CC9.2, which requires the entity to manage risks associated with vendors and business partners—there is no reference to vendor risk assessments, due diligence, or ongoing monitoring of third-party risks.","1. Complete the documentation for BCP-RSK-001 to explicitly describe the process for selecting and developing risk mitigation activities, including risk scoring/prioritization methodology, treatment decision criteria, and formal approval by risk owners. 2. Add a new control (e.g., BCP-VND-001) to address CC9.2, detailing the vendor risk management lifecycle: identification of critical vendors supporting business continuity, initial due diligence, contractual security requirements, ongoing monitoring, and periodic reassessment. 3. Ensure the Enterprise Risk Register includes fields for risk treatment decisions, mitigation action plans with owners and deadlines, and residual risk ratings.","The SOP demonstrates a strong foundation for risk identification through the BIA process and documents risks in a GRC tool, which partially satisfies the 'identifies' component of CC9.1. However, the evidence is cut off mid-sentence and does not show the complete 'selects and develops' activities required by the criterion. More critically, the SOP contains no evidence whatsoever addressing CC9.2's requirement for vendor and business partner risk management, which is a significant gap given the reliance on third-party services like AWS and CrowdStrike mentioned elsewhere in the document. This gap is rated high severity because vendor risk management is a core component of SOC 2 and its absence would likely result in an audit finding."
CC2,Communication and Information,SOC 2,SOP-LEGC-015,Ethics Hotline Management,Legal & Compliance,gap,high,,"The SOP-LEGC-015 Ethics Hotline Management procedure does not address the communication of quality information internally regarding objectives and responsibilities for the hotline program, nor does it establish a process for communicating with external parties about the hotline's operation, performance, or outcomes as required by CC2.1 through CC2.3. Specifically, there is no mention of how relevant quality information about the hotline program (e.g., case statistics, trends, effectiveness) is obtained, generated, or communicated to internal stakeholders to fulfill their responsibilities. Additionally, the SOP lacks any procedure for external communication with parties such as vendors (e.g., Navex EthicsPoint), regulators, or the public regarding the hotline system's performance, incidents, or changes, which is a key focus of the updated CC2.3 guidance on vendor management and external communication.","Enhance the SOP to include a section on internal communication of quality information. This should define: (1) the types of quality information to be generated (e.g., quarterly hotline metrics, case resolution times, trend analysis); (2) the internal stakeholders who must receive this information (e.g., board, senior management, AI Governance Committee); and (3) the method and frequency of communication. Additionally, add a procedure for external communication that addresses: (1) periodic performance reviews and information sharing with the hotline vendor (Navex EthicsPoint) as part of vendor management; (2) a process for communicating significant findings or systemic issues to external parties such as regulators or clients, where legally required or contractually obligated; and (3) documentation of these communications.","The SOP focuses entirely on the operational intake, triage, and investigation workflow of the hotline but completely omits the communication and information requirements of CC2. The regulation requires the entity to obtain and generate relevant quality information and to communicate it both internally (CC2.2) and externally (CC2.3). The updated guidance for 2025/2026 emphasizes vendor management and external communication, yet the SOP shows no evidence of how quality data from the hotline is used to inform internal objectives or how the relationship with the external vendor (Navex) is managed beyond the initial notification. This is a significant gap that could lead to a regulatory finding, as the control environment lacks a closed-loop communication process."
CC8,Change Management,SOC 2,SOP-ISEC-002,Access Control and Identity Management,Information Security,gap,critical,,"The SOP 'SOP-ISEC-002 — Access Control and Identity Management' does not address change management for infrastructure, data, software, or procedures as required by CC8.1. There is no mention of a change management process, risk reassessments for changes, or controls to manage changes to the IAM systems, configurations, or related procedures.","Develop and implement a formal change management policy and procedure that covers all changes to IAM infrastructure (e.g., Okta, AWS IAM), software, data access rules, and related procedures. This should include requirements for risk assessment, testing, approval, and post-implementation review for all changes, and be integrated with or referenced by this SOP.","The regulation clause requires the entity to manage changes to infrastructure, data, software, and procedures. The provided SOP focuses exclusively on access control and identity management roles, responsibilities, and policies, with no content related to how changes to these systems or processes are authorized, tested, or monitored. This represents a complete absence of the required control for a high-risk area, as unmanaged changes to IAM infrastructure could lead to unauthorized access or system failures."
HIPAA-ADM-5,Security Awareness and Training,HIPAA Security Rule,SOP-ISEC-002,Access Control and Identity Management,Information Security,gap,critical,,"The provided SOP (SOP-ISEC-002) is entirely focused on Access Control and Identity Management. It contains no provisions, policies, or procedures for a security awareness and training program for any workforce members, including management, as required by 45 CFR § 164.308(a)(5).","Develop and implement a standalone Security Awareness and Training SOP (or integrate a comprehensive section into an existing security program SOP) that mandates annual training for all workforce members, defines training content (e.g., recognizing phishing, handling ePHI, password management), specifies a process for delivering additional training upon significant environmental or operational changes, and establishes a mechanism for tracking completion and managing non-compliance.","The regulation clause mandates the implementation of a security awareness and training program for all workforce members. The assessed SOP, SOP-ISEC-002, exclusively addresses access control and identity management policies and contains no mention of training, awareness, or related procedures. This represents a complete absence of the required control, constituting a critical gap that would lead to a significant regulatory finding during an audit."
HIPAA-ADM-1,Security Management Process,HIPAA Security Rule,SOP-ISEC-001,Information Security Policy Framework,Information Security,gap,critical,,"The SOP-ISEC-001 focuses entirely on the lifecycle management of policy documents (creation, review, approval, and retention). It does not contain any procedures for the required security management process itself: conducting a risk analysis (including asset inventory, network map, and threat-vulnerability assessment), implementing a risk management/remediation plan, establishing a sanctions policy, or performing regular reviews of information system activity.","Develop a new, dedicated SOP (e.g., 'Security Management Process') that operationalizes the requirements of 45 CFR § 164.308(a)(1). This SOP must detail procedures for: 1) Conducting a comprehensive, documented risk analysis that includes an asset inventory, network map, and evaluates likelihood and impact for threat-vulnerability pairs; 2) Creating and actioning a risk remediation plan based on the analysis; 3) Defining and enforcing a sanctions policy for workforce members who violate security policies; and 4) Implementing procedures for the regular review of information system activity logs and audit trails.","The regulation clause mandates a security management process with specific components: risk analysis, risk management, sanctions policy, and information system activity review. The provided SOP evidence describes a 'Policy Development, Review, and Approval Procedure' and a 'Data Classification and Handling Procedure,' which are administrative governance activities but do not constitute the operational security management process required by 45 CFR § 164.308(a)(1). The SOP is completely silent on the core required activities, representing a fundamental gap."
HIPAA-ADM-4,Information Access Management,HIPAA Security Rule,SOP-LEGC-009,Compliance Training Program,Legal & Compliance,gap,critical,HIPAA & Privacy Basics | All Personnel | CISO / DPO | Annually | SCORM module + Scenario-Based Quiz,"The SOP describes a general HIPAA & Privacy Basics training module but contains no policies or procedures for authorizing access to ePHI, including access establishment, modification, or termination. There is no mention of workforce clearance procedures to determine appropriate ePHI access, nor termination procedures to revoke access when employment ends, as required by 45 CFR § 164.308(a)(4)(ii)(B) and (C).","Develop and document a standalone Information Access Management policy that includes: (1) a formal access authorization process defining who can grant, modify, and revoke ePHI access; (2) workforce clearance procedures verifying that access levels are appropriate before granting; and (3) termination procedures ensuring immediate revocation of ePHI access upon employment separation or role change. Integrate this policy into the training curriculum as a distinct module for managers and IT administrators.","The SOP focuses exclusively on training needs assessment and curriculum design but does not establish the required administrative policies and procedures for authorizing ePHI access. The regulation mandates specific access management controls—access authorization, workforce clearance, and termination procedures—which are entirely absent from this document. This constitutes a critical gap because without these foundational policies, the organization cannot demonstrate compliance with HIPAA's administrative safeguard requirements for controlling who can access ePHI."
HIPAA-ADM-3,Workforce Security,HIPAA Security Rule,SOP-ISEC-015,Data Loss Prevention,Information Security,gap,critical,,"The SOP (SOP-ISEC-015) focuses exclusively on technical Data Loss Prevention (DLP) controls for ePHI at endpoints and network egress. It contains no policies or procedures addressing workforce security fundamentals required by HIPAA-ADM-3: authorization and/or supervision of workforce access to ePHI, procedures for granting/revoking access, or preventing unauthorized workforce members from obtaining access. There is no mention of access control policies, role-based access, termination procedures, or workforce clearance processes.",Develop and implement a dedicated Workforce Security policy that includes: (1) procedures for authorizing workforce access to ePHI based on job role and minimum necessary principle; (2) supervision protocols for workforce members with ePHI access; (3) processes for timely access revocation upon role change or termination; (4) periodic access reviews to validate appropriateness; and (5) integration with identity and access management systems to enforce these controls. This policy should be separate from or explicitly cross-referenced within the DLP SOP.,"The regulation requires policies and procedures to ensure appropriate workforce access to ePHI and prevent unauthorized access. The provided SOP evidence only addresses technical DLP rule management and endpoint controls, which are downstream enforcement mechanisms. There is a complete absence of the foundational administrative controls for workforce security, such as access authorization, supervision, and termination procedures. This represents a critical gap because without these controls, the organization cannot demonstrate that workforce members have appropriate access or that unauthorized access is systematically prevented, which is a primary enforcement focus for OCR."
CC7,System Operations,SOC 2,SOP-ISEC-002,Access Control and Identity Management,Information Security,partial,high,"The Meridian SaaS Platform shall maintain availability commitments. In the event of a service disruption affecting access control systems, alternative access mechanisms shall be available to support critical business operations.","The SOP addresses availability and resilience for access control systems but does not include policies or procedures for managing broader system operations, data recovery, or testing system resilience as required by CC7. Specifically, there is no mention of data backup and recovery procedures, system resilience testing (e.g., disaster recovery or business continuity testing), or processing integrity policies.","Develop and incorporate a comprehensive System Operations SOP (or expand this SOP) that includes: (1) documented data backup and recovery procedures with defined RPOs and RTOs; (2) a schedule and methodology for testing system resilience, including disaster recovery and business continuity exercises; and (3) processing integrity policies to ensure complete, accurate, and authorized data processing.","The SOP focuses narrowly on access control and identity management, which is only one aspect of system operations. While it mentions availability commitments and alternative access mechanisms (ACM-009), it lacks the broader controls required by CC7, such as data recovery management and resilience testing. This represents a significant gap because without these controls, the entity cannot demonstrate it manages system operations holistically, which could lead to a regulatory finding during a SOC 2 audit."
CC4,Monitoring Activities,SOC 2,SOP-LEGC-016,Vendor Compliance Assessment,Legal & Compliance,gap,critical,,"The SOP-LEGC-016 focuses exclusively on initial and trigger-based vendor risk assessments but contains no provisions for ongoing monitoring, separate evaluations, or communication of control deficiencies related to vendor compliance post-onboarding. There is no evidence of continuous monitoring activities, real-time evaluation of vendor control effectiveness, or a process for identifying and remediating deficiencies in vendor controls as required by CC4.","Develop and integrate a continuous monitoring program into the vendor compliance lifecycle. This should include: (1) automated, real-time collection and analysis of vendor security ratings, threat intelligence, and control effectiveness data; (2) defined thresholds and alerting for potential control deficiencies; (3) a formal process for evaluating and documenting the severity of identified deficiencies; and (4) a communication and remediation tracking workflow to ensure timely resolution and reporting to management.","The regulation clause CC4 requires the entity to perform ongoing and/or separate evaluations and to evaluate and communicate deficiencies. The provided SOP only addresses point-in-time vendor intake and risk tiering, with re-assessment limited to specific trigger events or fixed cadences (annual, biennial, triennial). It completely lacks procedures for continuous monitoring of vendor security controls, real-time detection of control weaknesses, or a structured process for communicating and tracking remediation of identified deficiencies, which is a fundamental gap against the 2026 guidance emphasizing real-time monitoring and prompt remediation."
HIPAA-ADM-2,Assigned Security Responsibility,HIPAA Security Rule,SOP-ITOP-007,Business Continuity Planning,IT Operations & Infrastructure,gap,critical,,"The SOP-ITOP-007 (Business Continuity Planning) does not identify a security official responsible for developing and implementing security policies and procedures as required by 45 CFR § 164.308(a)(2). While the document assigns various responsibilities (e.g., VP of IT Operations commissions the BIA, CEO approves the BIA), it fails to designate a specific individual or role with overall accountability for security policy development and implementation.","Amend the SOP to include a section that explicitly identifies the security official (by title or role) responsible for developing and implementing security policies and procedures, as mandated by HIPAA. Alternatively, ensure this assignment is documented in a separate, overarching security policy and referenced here, but the assignment must be clearly made.","The regulation explicitly requires identifying a security official responsible for security policies and procedures. The provided SOP focuses entirely on business continuity planning roles and responsibilities, with no mention of a security official or their duties related to the broader security program. This is a complete absence of the required control, making it a critical gap."
CC5,Control Activities,SOC 2,SOP-ISEC-011,Third-Party Security Assessment,Information Security,partial,medium,The depth of this phase is strictly governed by the assigned Tier.,"The SOP lacks explicit documentation of how control activities are selected and developed to mitigate identified risks. While risk tiering is performed, there is no evidence of a formal process for designing or tailoring specific control activities based on the risk assessment outcomes. The SOP focuses on assessment depth but does not describe how control activities are deployed through policies and procedures or how relevant technology is used to implement them.","Expand the SOP to include a section on control activity selection and development. For each risk tier, define specific control activities (e.g., automated monitoring, access restrictions, encryption enforcement) that are deployed through policies and procedures. Document how relevant technology (e.g., OneTrust, SIEM, IAM tools) is used to implement and monitor these controls, and reference integration with other SOPs like SOP-ISEC-008 for vulnerability management.","The SOP demonstrates a structured risk assessment process with tiering and evidence collection, which partially addresses CC5.1 by identifying risks. However, it does not document how control activities are selected, developed, or deployed to mitigate those risks—only how vendors are assessed. The 2026 SOC 2 updates emphasize dynamic risk management and integration of controls into technology processes, which are not evident here. The gap is medium severity because the risk assessment foundation exists, but the lack of documented control activity design and deployment could lead to a regulatory finding."
CC6,Logical and Physical Access Controls,SOC 2,SOP-ISEC-004,Endpoint Protection and Management,Information Security,partial,high,"This SOP directly addresses Trust Services Criteria (TSC) 2017 (with 2022 updates) for the Security category: - **CC6.1 Logical and Physical Access Controls:** - FDE ensures logical access to data at rest is prevented without valid credentials (TPM+PIN or FileVault with SecureToken). - AppLocker/Application Control restricts execution to authorized software only, preventing unauthorized code from accessing PHI. - USB Device Control prevents mass exfiltration of data to removable media without approved, encrypted device and audit trail.","The SOP focuses exclusively on endpoint-level controls (encryption, application control, USB blocking) but does not address broader CC6 requirements for logical access security, such as user credential management, multi-factor authentication (MFA), role-based access controls, network segmentation, or physical access controls. The regulation clause and latest guidance explicitly require MFA, least-privilege policies, and network security, which are absent from this endpoint-centric SOP.","Expand the SOP or create a complementary SOP (e.g., 'Logical Access Control and Identity Management') that documents: (1) MFA enforcement for all user access, (2) role-based access control (RBAC) and least-privilege provisioning/de-provisioning processes, (3) network segmentation and microsegmentation controls, (4) physical access controls for facilities and data centers, and (5) periodic access reviews. Ensure all CC6 sub-criteria (CC6.1–CC6.8) are explicitly mapped.","The SOP provides strong endpoint protection controls that partially satisfy CC6.1 (logical access security at the device level), but it does not cover the full scope of CC6, which includes credential management, network security, physical access, and data on endpoints beyond encryption. The latest guidance emphasizes MFA, least-privilege, and network segmentation as standard expectations for 2025-2026 audits, none of which are addressed here. This gap is significant because auditors will expect a holistic access control framework, not just endpoint hardening, leading to a high-severity finding."
HIPAA-ADM-5,Security Awareness and Training,HIPAA Security Rule,SOP-ISEC-004,Endpoint Protection and Management,Information Security,gap,critical,All Meridian workforce members who interact with corporate endpoints must complete relevant security training.,"The SOP limits the training requirement to workforce members who interact with corporate endpoints, excluding management and other workforce members who do not interact with endpoints. The regulation requires a security awareness and training program for ALL workforce members, including management, without exception.","Revise Section 9.1 to mandate security awareness training for all workforce members, including management, regardless of their interaction with corporate endpoints. Ensure the training program covers all employees, contractors, and business associates as required by 45 CFR § 164.308(a)(5).","The regulation clause explicitly requires a security awareness and training program for all workforce members, including management. The SOP's scope is limited to those interacting with corporate endpoints, which creates a significant gap for non-endpoint users such as management or administrative staff. This is a critical finding because it represents a complete absence of the required control for a subset of the workforce, directly violating the mandatory standard."
CC1,Control Environment,SOC 2,SOP-LEGC-009,Compliance Training Program,Legal & Compliance,partial,medium,"The CCO initiates the TNA cycle annually by the last business day of October, to inform the following year's training plan.","The SOP demonstrates a commitment to competence through annual training needs assessments and role-based curricula, but it lacks explicit evidence of oversight responsibility, structure/authority/responsibility, and enforcement of accountability as required by CC1.2, CC1.3, and CC1.5. There is no mention of board or senior management oversight of the compliance training program, no defined organizational structure for compliance roles beyond the CCO, and no mechanisms for enforcing accountability such as consequences for non-completion of training or performance evaluations tied to compliance.","Enhance the SOP to include: (1) a section on board and senior management oversight, specifying how the AI Governance Committee or board reviews compliance training effectiveness and control environment health at least annually; (2) a defined organizational structure with clear roles, responsibilities, and reporting lines for compliance functions beyond the CCO; and (3) an accountability framework that includes mandatory training completion tracking, escalation procedures for non-compliance, and integration of compliance metrics into performance reviews and disciplinary processes.","The SOP provides a robust process for assessing training needs and developing curricula, which partially addresses CC1.4 (commitment to competence). However, it does not demonstrate how the board or senior management exercises oversight over the control environment (CC1.2), how authority and responsibility for compliance are structured and communicated across the entity (CC1.3), or how individuals are held accountable for their compliance responsibilities (CC1.5). The annual TNA report is approved by the AI Governance Committee, but the SOP does not clarify this committee's role in broader oversight or its connection to the board. Additionally, while training is assigned, there is no mention of tracking completion rates, escalating non-compliance, or integrating compliance performance into personnel evaluations."
CC3,Risk Assessment,SOC 2,SOP-LEGC-003,Internal Audit Program,Legal & Compliance,partial,high,"The VP, Internal Audit, and CCO annually review and propose to the Audit Committee a set of standardized risk scoring factors. These shall include: Strategic Impact (Weight: 25%), Operational Criticality (Weight: 20%), Financial Materiality (Weight: 20%), Regulatory & Legal Exposure (Weight: 25%), Information Sensitivity (Weight: 10%).","The SOP's risk assessment methodology focuses exclusively on scoring auditable entities for audit planning purposes. It does not demonstrate how the entity identifies and analyzes risks to achieving its service commitments and system requirements (CC3.1), assesses fraud risk specifically (CC3.3), or identifies and analyzes significant changes in the business, regulatory, or technology environment (CC3.4). The risk factors used are weighted toward financial and regulatory exposure rather than a broader operational risk landscape that includes fraud and change management. There is no evidence of a dynamic, continuous risk assessment process as emphasized in the 2026 guidance.","Expand the risk assessment framework to include: (1) a process for identifying risks that threaten the achievement of principal service commitments and system requirements, not just audit entities; (2) a dedicated fraud risk assessment component that considers incentives, pressures, and opportunities for fraud; (3) a mechanism to identify and analyze significant changes (e.g., new technologies, regulatory shifts, business model changes) on an ongoing basis, not just annually; and (4) integration of continuous monitoring and dynamic risk triggers as recommended by the 2026 SOC 2 guidance.","The SOP describes a structured, annual risk scoring process for building an internal audit plan, which partially addresses the requirement to identify and analyze risk. However, it lacks explicit coverage of fraud risk assessment and significant change analysis, both of which are distinct components of CC3. The 2026 guidance emphasizes dynamic, continuous risk management, yet this SOP relies on an annual cycle with no mention of event-driven reassessment. These gaps are significant because they could lead to undetected risks from fraud or rapid environmental changes, warranting a high severity rating."
HIPAA-ADM-4,Information Access Management,HIPAA Security Rule,SOP-ISEC-004,Endpoint Protection and Management,Information Security,gap,critical,,"The SOP-ISEC-004 (Endpoint Protection and Management) does not contain any policies or procedures for authorizing access to ePHI, including access establishment, modification, or termination procedures as required by HIPAA-ADM-4. The SOP focuses solely on endpoint provisioning, configuration, and security controls, but lacks any mention of how access to ePHI is authorized, reviewed, or revoked for workforce members.","Develop and implement a dedicated policy or integrate into existing procedures the specific processes for authorizing, modifying, and terminating workforce access to ePHI. This must include a workforce clearance procedure to determine appropriate access and a termination procedure to promptly revoke access when employment ends, as required by 45 CFR § 164.308(a)(4)(ii)(B) and (C).","The regulation clause requires policies and procedures for authorizing access to ePHI, including specific addressable implementation specifications for workforce clearance and termination procedures. The provided SOP evidence is entirely focused on endpoint management and security hardening, with no content addressing the authorization of user access to ePHI. This represents a complete absence of the required control for a high-risk area, constituting a critical gap."
CC8,Change Management,SOC 2,SOP-ISEC-006,Security Incident Response,Information Security,gap,critical,,"The SOP-ISEC-006 Security Incident Response document contains no procedures, references, or controls related to change management. There is no mention of how changes to infrastructure, data, software, or procedures are authorized, designed, developed, configured, documented, tested, approved, or implemented. The regulation clause CC8.1 requires the entity to manage changes to these components, which is entirely absent from this incident response SOP.","Develop and implement a formal Change Management Policy and Procedure (e.g., SOP-ISEC-008). This must define the process for requesting, reviewing, approving, testing, and implementing changes to all system components (infrastructure, data, software, procedures). The process should include a risk assessment step, a rollback plan, and a clear segregation of duties between developers and approvers. This incident response SOP should then be updated to include a reference to the change management process, particularly for any changes made during the containment, eradication, and recovery phases of incident handling.","The provided SOP evidence is exclusively focused on security incident response procedures (declaration, triage, containment). It does not address any aspect of change management as required by SOC 2 CC8.1. The complete absence of a change management process represents a critical gap, as unmanaged changes could directly lead to the security incidents this SOP is designed to handle. A separate, dedicated change management SOP or a section within this SOP referencing change control is required to meet the criteria."
HIPAA-ADM-3,Workforce Security,HIPAA Security Rule,SOP-ITOP-001,Change Management,IT Operations & Infrastructure,gap,critical,,"The SOP-ITOP-001 Change Management SOP does not contain any policies or procedures addressing workforce security, specifically the authorization and supervision of workforce members' access to ePHI, as required by 45 CFR § 164.308(a)(3). The SOP focuses exclusively on managing changes to the IT environment and does not establish controls for granting, reviewing, or revoking user access to electronic protected health information.","Develop and implement a dedicated workforce security policy or SOP that addresses the HIPAA Administrative Safeguard for workforce security. This must include procedures for authorizing and supervising workforce access to ePHI, such as background checks, role-based access controls, access provisioning and deprovisioning, and periodic access reviews. This new policy should be cross-referenced in the Change Management SOP's 'Related Policies' section.","The regulation clause requires policies and procedures to ensure appropriate access to ePHI and prevent unauthorized access. The provided SOP evidence is entirely focused on change management processes, such as authorization of system changes, segregation of duties for changes, and training for change management roles. There is no mention of workforce clearance, access authorization, termination procedures, or any other workforce security controls for ePHI. This represents a complete absence of the required control for a high-risk area."
CC9,Risk Mitigation,SOC 2,SOP-DGP-015,Third-Party Data Processor Oversight,Data Governance & Privacy,partial,high,"This SOP operationalizes Meridian's duty to select, contract, monitor, and decommission processors in a manner that preserves the confidentiality, integrity, and availability of data subjects' information throughout the processing lifecycle.","The SOP focuses exclusively on third-party data processor oversight but does not address the broader requirement of CC9 to identify, select, and develop risk-mitigation activities for the entity's own internal risks. There is no evidence of an overarching risk-mitigation framework that covers non-vendor risks such as internal process failures, technology vulnerabilities, or physical threats. Additionally, while the SOP mentions vendor risk tiering and security assessments, it lacks explicit procedures for developing and implementing risk-mitigation activities (e.g., risk treatment plans, control selection, and residual risk acceptance) for identified vendor risks.","Develop and reference a separate, overarching Risk Mitigation Policy that documents the entity's methodology for identifying, selecting, and developing risk-mitigation activities for all risk types (internal and external). Within SOP-DGP-015, add a section that explicitly links vendor risk assessment outputs to specific risk-mitigation activities (e.g., requiring compensating controls, adjusting contract terms, or increasing monitoring frequency) and documents the selection and approval of these activities. Ensure the SOP references the enterprise risk register and risk treatment plan.","The SOP demonstrates a mature process for managing vendor risks through selection, contracting, and monitoring, which partially satisfies CC9.2. However, CC9 broadly requires the entity to identify, select, and develop risk-mitigation activities for all risks, not just vendor risks. The SOP is silent on how Meridian identifies and mitigates its own internal risks, and it does not detail the 'development' of mitigation activities for the vendor risks it does identify, creating a significant gap in the overall risk-mitigation framework."
